영화명,리뷰,word
웜 바디스,좀비에게 끌리는 설정이 어색하지만 또다른 시각으로 접근한 좀비물로 한 번 볼만하고,좀비 끌리다 어색하다 접근 좀비 
웜 바디스,내용도 참신하고 감동적이네요,참신하다 감동 
웜 바디스,좀비들이 최고로 귀엽고 사랑스러운 좀비영화,좀비 최고 귀엽다 사랑스럽다 좀비 
웜 바디스,좀비라는 장르를 이용해서 색다른걸 보여줬다는거에 충분하다,좀비 이용 색다르다 충분하다 
웜 바디스,괜탆았던기억이 시간이아깝거나본걸후회남진않은듯 기억으로,아깝다 나본 후회 남진 기억 
웜 바디스,들을 느낄 수 있어야 진짜 인간이다,느끼다 인간 
웜 바디스,끝까지 참고 보기 정말 힘들었던 영화,참고 힘들다 
링컨,당신은 찬성하는가 vs 반대하는가,찬성 
링컨,노예해방 하시느라 애 쓰신 건 알겠는데 자기 영화를 이따위로 지루하게 찍은 거 아시면 저승에서 화내실 듯,노예 해방 지루하다 저승 
링컨,오바마 케어와 시퀘스터 사이에 보내는 충언,오바마 케어 보내다 충언 
링컨,노예착취로 획득한 부로 발전한 미국의 자위,노예 착취 획득 발전 미국 
링컨,우리나라 국회의원들이 봐야할야 할영화   링컨의연기 정말  감동적입니다,우리나라 국회의원 야하다 링컨 감동 
알렉스 크로스,시작할 때는 저렴한 2류영화인줄 알았더니 곧 재미있어진다,시작 저렴하다 재미있다 
알렉스 크로스,중반부터 지루하고 결말은 허무하다,지루하다 결말 허무하다 
알렉스 크로스,저 멀리 묻혀버린 감독의 목소리,묻히다 버리다 목소리 
알렉스 크로스,형사와 범인 간 대결의 긴장감을 높여주는 것만으로도 재밌게 보기에 충분했다,형사 범인 대결 긴장감 높이다 재밌다 충분하다 
알렉스 크로스,매튜 폭스의 180도 변한 새로운 연기력이 궁금하신 분들 바로 달려가서 보세요,매튜 변하다 새롭다 궁금하다 달려가다 
알렉스 크로스,복잡하게 생각하는 줄거리도 아니고 편하게 액션영화 보고 싶으신 분들에게 추천드려요,복잡하다 편하다 액션영화 추천 
알렉스 크로스,앞 부분에 피카소랑 링 위에서 사이코패스적인 격투씬을 벌이는 장면이 기억에 남는다,피카소 사이코패스 격투씬 벌이다 기억 
알렉스 크로스,평소 액션영화를 사랑하는 저로써는 정말 재밌는 영화였어요,액션영화 사랑 재밌다 
알렉스 크로스,메튜폭스의 새로운 연기 변신이 궁금하신 분들에게도 신선한 연기 변신을 선물해줄 영화에요,새롭다 변신 궁금하다 신선하다 변신 선물 
알렉스 크로스,형사와 범인 간 대결의 긴장감을 높여주는 것만으로도 재밌게 보기에 충분했다,형사 범인 대결 긴장감 높이다 재밌다 충분하다 
알렉스 크로스,앞 부분에 피카소랑 링 위에서 사이코패스적인 격투씬을 벌이는 장면이 기억에 남는다,피카소 사이코패스 격투씬 벌이다 기억 
알렉스 크로스,프로파일러와 사이코패스 대결 내용이라 더더욱 스릴이 넘쳤어요,프로파일러 사이코패스 대결 스릴 넘치다 
알렉스 크로스,어떻게 이렇게 영화의 피카소 역할을 위해 자신을 변신 시켰는지 그 열정이 대단하네요,피카소 변신 열정 대단하다 
알렉스 크로스,아 진짜 알바가 있다는 걸 첨 느껴본 영화,느끼다 
알렉스 크로스,영화를 보는 내내 긴장감을 늦출 수 없는 전개가 인상적이어서 지루함을 느낄 수 없던 시간이었어요,긴장감 늦추다 지루함 느끼다 
알렉스 크로스,매튜 폭스의 180도 변한 새로운 연기력이 궁금하신 분들 바로 달려가서 보세요,매튜 변하다 새롭다 궁금하다 달려가다 
알렉스 크로스,복잡하게 생각하는 줄거리도 아니고 편하게 액션영화 보고 싶으신 분들에게 추천드려요,복잡하다 편하다 액션영화 추천 
알렉스 크로스,프로파일러와 사이코패스 대결 내용이라 더더욱 스릴이 넘쳤어요,프로파일러 사이코패스 대결 스릴 넘치다 
알렉스 크로스,평소 액션영화를 사랑하는 저로써는 정말 재밌는 영화였어요,액션영화 사랑 재밌다 
알렉스 크로스,메튜폭스의 새로운 연기 변신이 궁금하신 분들에게도 신선한 연기 변신을 선물해줄 영화에요,새롭다 변신 궁금하다 신선하다 변신 선물 
알렉스 크로스,어떻게 이렇게 영화의 피카소 역할을 위해 자신을 변신 시켰는지 그 열정이 대단하네요,피카소 변신 열정 대단하다 
알렉스 크로스,킬링 타임용 한편의 오락 영화로 보여주기에는 군더더기 없이 깔끔한 볼거리에 스토리라고 생각되요,킬링 오락 군더더기 깔끔하다 볼거리 스토리 
터치 오브 라이트,날씨 좋은 날 한가한 오후 느낌의 감동,날씨 좋다 한가하다 오후 감동 
터치 오브 라이트,딱 일회용이지만 제대로 먹힐만한 감동 카운터,일회용 먹히다 감동 카운터 
터치 오브 라이트,헌신과 잔잔한 영상이 참 좋았습니다,헌신 잔잔하다 좋다 
터치 오브 라이트,담백하게 담아낸 아름다운 영화,담백하다 담다 아름답다 
터치 오브 라이트,꿈과 용기를 일깨워주는 황유시앙의 감동실화,용기 깨우다 유시 감동 실화 
터치 오브 라이트,가슴한구석에  잠자고잇는 감정을 이끌어준 영화 같아여감동적으로 잘밧어셔,한구석 잠자다 감정 이끌다 감동 밧다 
터치 오브 라이트,장애를가진천재피아니스트유사앙잔잔하고 아름다운영화입니다음악과 무용어울리는영화감동은없지만 볼만했습니다,장애 가지다 천재 피아니스트 유사 잔잔하다 아름답다 음악 무용 어울리다 감동 
터치 오브 라이트,이야기가 너무 따스해요  대만 가보고 싶당,따스하다 대만 
영웅 - 샐러멘더의 비밀,단언컨데 22세기 최고의 영화,컨데 최고 
영웅 - 샐러멘더의 비밀,별 10개가 최대인가 별을 더 늘려달라,최대 늘리다 
영웅 - 샐러멘더의 비밀,이영화를 보고 흘린 눈물이 내성발톱에 떨어졌는데 내성발톱이 낳았어요,흘리다 눈물 떨어지다 낳다 
영웅 - 샐러멘더의 비밀,일베충들아 10점테러 하지마라,일베충 테러 
영웅 - 샐러멘더의 비밀,역시 보성 형님 으리로 0점이다,형님 으리 
영웅 - 샐러멘더의 비밀,이영화를 보고 으리가생겼습니다,으리 생기다 
미스진은 예쁘다,인간미 넘치는 스토리가  동화처럼 아름답군,인간미 넘치다 스토리 동화 아름답다 
미스진은 예쁘다,볼수록 예쁜 사람들의 더불어 사는 행복한 이야기,예쁘다 더불다 행복하다 
미스진은 예쁘다,돼지국밥보다   진한  간이역이야기,돼지국밥 진하다 간이역 
사샤,무거운 소재지만 경쾌하게 풀어낸 가족 드라마,무겁다 경쾌하다 풀다 가족 
오란고교 호스트부,참 유치한 오버연기들 잘 해 이런 것 보고 싶을 땐 역시 일본영화지,유치하다 오버 
디 엔드: 인류 최후의 날,인류멸망을 소재로한 미스테리 영화로 볼만은 하다,인류 멸망 미스테리 
디 엔드: 인류 최후의 날,시작과 전개는 좋았으나 고민의 흔적이 느껴지지 않는 진부한 열린결말,시작 좋다 고민 흔적 느껴지다 진부하다 열리다 결말 
오즈 그레이트 앤드 파워풀,초중반까지는 참신하고 재밌었지만 중후반부터는 걍 아이들 만화영화,참신하다 재밌다 만화영화 
오즈 그레이트 앤드 파워풀,재밌고 아름답고 예쁘고 즐겁네요,재밌다 아름답다 예쁘다 즐겁다 
오즈 그레이트 앤드 파워풀,오즈의 마법사 프리퀄같음,오즈 마법사 프리퀄 
오즈 그레이트 앤드 파워풀,다 아는 이야기의 한계에서 그래픽은 눈이 즐거웠지만 아동용에 그치네요,한계 그래픽 즐겁다 아동 그치다 
오즈 그레이트 앤드 파워풀,그냥 시간때우기용으로 편하게 볼만했다,기용 편하다 
오즈 그레이트 앤드 파워풀,애들용이네요  어른이 보기에는 좀 그러네요,어른 
오즈 그레이트 앤드 파워풀,화려하게 볼거리는 많은데 색다른 맛이 없다,화려하다 볼거리 색다르다 
오즈 그레이트 앤드 파워풀,화면색에 완전훅 가네요  내용도 나름재밌구요,재밌다 
제로 다크 서티,인종차별과 전쟁광 집단이 지배하는 개쓰레기 국가 미화영화,인종차별 전쟁 집단 지배 쓰레기 국가 미화 
제로 다크 서티,말라붙을 듯 건조한 Kathryn Bigelow의 시선,말르다 건조하다 시선 
제로 다크 서티,탁월한 심리분석 절제된 연기 최고의 긴장감 확실한 통쾌함 추천 추천 추천 백프로 추천 실화인 점에 충격적 매력,탁월하다 심리 분석 절제 최고 긴장감 확실하다 통쾌하다 추천 추천 추천 백프로 추천 실화 충격 매력 
제로 다크 서티,제시카 차스테인 매력에 퐁당,제시카 차스테인 매력 퐁당 
제로 다크 서티,무엇이든 가리지않는 아메리카의 민 낯,가리다 아메리카 
제로 다크 서티,악을 심판하는 선이 느끼는 악의 감정에 대한 이야기,심판 느끼다 감정 
제로 다크 서티,이념에 물든 자와 돈을 숭배 하는자의 도박,이념 물든 숭배 자의 도박 
제로 다크 서티,감정을 많이  추스리고 냉정을 유지하고 중립을 유지하는 전개가 좋고 짜임새가 훌륭한 영화입니다 2번이상 보기를 추천드립니다,감정 냉정 유지 중립 유지 좋다 짜임새 훌륭하다 추천 
제로 다크 서티,지루하다는 인간들은 람보처럼 시도때도 없이 때려부셔야만 직성이 풀리나보네,지루하다 인간 람보 때리다 직성 풀리다 
제로 다크 서티,이 영화는 최고다 긴장감 몰입도,최고다 긴장감 몰입도 
가족의 나라,감독님과 배우님들께 감사드립니다,감사 
가족의 나라,나도 양영희 감독 만나보고 싶다,양영희 만나다 
가족의 나라,디어평양 굿바이 평양 보고 가족의 나라진짜 기대 많이 했는데 기대이상임,평양 굿바이 평양 가족 나라 기대 기대다 상임 
가족의 나라,또 봐도 슬플것 같은영화,슬프다 
잭 더 자이언트 킬러,처음과 끝이 두서없이 우당탕탕 끝난 느낌,두서 끝나다 
잭 더 자이언트 킬러,시나리오도 흥미롭고 특수효과도 괜찮았음,흥미 괜찮다 
잭 더 자이언트 킬러,이제 볼건데 미리 평점 판타지 좋아하면 그냥 억지 영화보는것 보다는 나을테니까,판타지 좋아하다 억지 
잭 더 자이언트 킬러,일본의 무지막지한 왜곡을 보다가 이 영화를 보니 재미있게 만들었다,일본 무지막지 왜곡 재미있다 
잭 더 자이언트 킬러,기대 안하고 보면 볼만함,기대 
잭 더 자이언트 킬러,동화로 읽는게 더 좋은것 같다,동화 좋다 
잭 더 자이언트 킬러,그냥 동화이야기지만 잘 뽑아낸 영화,동화 뽑다 
잭 더 자이언트 킬러,그냥저냥 볼만한 십대가 좋아할 만한 판타지 중간중간 코믹스러운 요소가 담겨있어 좋았다,십대 좋아하다 판타지 코믹 좋다 
잭 더 자이언트 킬러,거인들은 멋있는데 주인공이 별로다,거인 멋있다 별로 
잭 더 자이언트 킬러,시각적 볼거리외에는 남는곳이 없다,볼거리 
잭 더 자이언트 킬러,마지막에 좀 허무하게 끝났지만 거인들과 성벽에서 전투씬 볼만했다  만화 진격의 거인 보는것 갔다,마지막 허무하다 끝나다 거인 성벽 전투씬 만화 진격 거인 
잭 더 자이언트 킬러,재내용도 볼거리도 괜찮은데 남주인공의 얼굴이 참 거슬린다,볼거리 괜찮다 거슬리다 
스카이포스 3D,내용은 좋은 데 화면 보기가 어지럽다,좋다 어지럽다 
스카이포스 3D,친척동생하고 봤는데 재미있다네요,친척 동생 재미있다 
누구의 딸도 아닌 해원,구구절절 복잡한 이야기를 풀어놓지 않으면서도 충분히 흥미롭게 전개되는군,절절 복잡하다 풀다 충분하다 흥미롭다 
누구의 딸도 아닌 해원,유난히 상투적인시나리오  흔들리는 화면 다시 옛날로 돌아간건가요,상투 흔들리다 옛날 돌아가다 가요 
플라이트,직접적인 사고의 원인이 무엇이든 기장이 술을 마시면서 비행기 운항을 했다는 사실에 깜놀,사고 원인 기장 비행기 운항 깜놀 
플라이트,과정이 좋아야 결과도 환영받을 수 있다,좋다 결과 환영 
플라이트,단순한 비행기 추락 영화가 아니었다,단순하다 비행기 추락 
플라이트,마지막 양심 선언한 기장의 인물을 생생하게 연기한 덴젤 워싱턴,마지막 양심 선언 기장 생생하다 덴젤 워싱턴 
플라이트,비행씬 말고는 좀 지루한 감이 있으나 덴젤오빠의 연기력을 다시한번 확인하고 싶다면 추천,비행 지루하다 덴젤 확인 추천 
페어리테일: 봉황의 무녀,방대한 내용을 담다보니 스토리가 좀 정신이 없지만 나츠가 귀여워서 봐줍니다,방대하다 담다 스토리 정신 나츠 귀엽다 줍다 
